Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
283090,Niigata-Yakeyama,17541,Confirmed Eruption,NW flank,,,,1854,,0,,0,,Observations: Reported,,,,,,,,36.921,138.036
285030,Toya,18598,Confirmed Eruption,O-Usu,4,,,1853,,4,,22,,Observations: Reported,,1853,,9,,0,,42.544,140.839
283090,Niigata-Yakeyama,17540,Confirmed Eruption,NW flank,2,,,1852,,11,,1,,Observations: Reported,,1853,,5,?,0,,36.921,138.036
285011,Esan,18551,Confirmed Eruption,,1,,,1846,,11,,18,,Observations: Reported,,,,,,,,41.805,141.166
283150,Nasudake,17881,Confirmed Eruption,Chausu-dake,1,,,1846,,8,,0,,Observations: Reported,,,,,,,,37.125,139.963
284010,Izu-Oshima,18203,Confirmed Eruption,Mihara-yama,2,,,1846,,0,,0,,Observations: Reported,,,,,,,,34.724,139.394
283270,Iwakisan,18125,Confirmed Eruption,,2,,,1845,,4,,4,,Observations: Reported,,,,,,,,40.656,140.303
283270,Iwakisan,18124,Confirmed Eruption,Summit and south flank?,2,,,1844,,4,,7,,Observations: Reported,,,,,,,,40.656,140.303
282050,Kuchinoerabujima,16966,Confirmed Eruption,Shindake,2,,,1841,,5,,23,,Observations: Reported,,1841,,8,,1,,30.443,130.217
282050,Kuchinoerabujima,16965,Confirmed Eruption,Shindake,2,?,<,1840,,0,,0,,Observations: Reported,,,,,,,,30.443,130.217
283080,Midagahara,17530,Confirmed Eruption,Jigoku-dani,2,,,1839,,6,,10,,Observations: Reported,,,,,,,,36.571,137.59
282110,Asosan,17283,Confirmed Eruption,Naka-dake,2,,,1838,,3,,4,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17282,Confirmed Eruption,Naka-dake,2,,,1837,,10,,8,,Observations: Reported,,,,,,,,32.884,131.104
283080,Midagahara,17529,Confirmed Eruption,Jigoku-dani,1,,,1836,,7,,9,,Observations: Reported,,,,,,,,36.571,137.59
284040,Miyakejima,18267,Confirmed Eruption,West flank (east and SE of Ako),2,,,1835,,11,?,11,,Observations: Reported,,,,,,,,34.094,139.526
282110,Asosan,17281,Confirmed Eruption,Naka-dake,2,,,1835,,5,,1,,Observations: Reported,,,,,,,,32.884,131.104
282021,Yokoatejima,16911,Confirmed Eruption,,2,?,,1835,30,0,,0,,Observations: Reported,,,,,,,,28.797,128.997
283220,Chokaisan,18033,Confirmed Eruption,,2,?,,1834,,7,,9,,Observations: Reported,,1834,,7,,0,,39.099,140.049
283190,Zaozan [Zaosan],17975,Confirmed Eruption,Okama,2,,,1833,,0,,0,,Observations: Reported,,,,,,,,38.144,140.44
282090,Kirishimayama,17141,Confirmed Eruption,Shinmoe-dake,2,,,1832,,4,,20,,Observations: Reported,,,,,,,,31.934,130.862
283190,Zaozan [Zaosan],17974,Confirmed Eruption,Okama,2,,,1831,,11,,22,,Observations: Reported,,,,,,,,38.144,140.44
282110,Asosan,17280,Confirmed Eruption,Naka-dake,2,,,1830,,8,,11,,Observations: Reported,,1832,,8,,0,,32.884,131.104
282110,Asosan,17278,Confirmed Eruption,Naka-dake,2,,,1830,,2,,16,,Observations: Reported,,1830,,3,,0,,32.884,131.104
283190,Zaozan [Zaosan],17973,Confirmed Eruption,Okama,2,,,1830,,0,,0,,Observations: Reported,,,,,,,,38.144,140.44
282020,Io-Torishima,16914,Confirmed Eruption,,1,?,,1829,,12,,1,,Observations: Reported,,1829,,12,,16,,27.881,128.223
282110,Asosan,17277,Confirmed Eruption,Naka-dake,2,,,1829,,6,,0,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17276,Confirmed Eruption,Naka-dake,2,,,1828,,6,,0,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17275,Confirmed Eruption,Naka-dake,2,,,1827,,11,,12,,Observations: Reported,,1828,,1,,0,,32.884,131.104
282110,Asosan,17274,Confirmed Eruption,Naka-dake,2,,,1827,,5,,0,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17273,Confirmed Eruption,Naka-dake,2,,,1826,,10,,3,,Observations: Reported,,1826,,11,,22,,32.884,131.104
283190,Zaozan [Zaosan],17972,Confirmed Eruption,,,,,1822,,5,,1,,Observations: Reported,,,,,,,,38.144,140.44
285030,Toya,18597,Confirmed Eruption,"Foot of Ko-Usu dome, Ogari-yama",4,,,1822,,3,,12,,Observations: Reported,,1822,,9,,0,,42.544,140.839
282090,Kirishimayama,17140,Confirmed Eruption,Shinmoe-dake,2,,,1822,,1,,12,,Observations: Reported,,,,,,,,31.934,130.862
284010,Izu-Oshima,18200,Confirmed Eruption,Mihara-yama,2,,,1822,,0,,0,,Observations: Reported,,1824,,0,,0,,34.724,139.394
283220,Chokaisan,18032,Confirmed Eruption,Near Shinzan and Shichiko-zan,2,?,,1821,,5,,23,,Observations: Reported,,,,,,,,39.099,140.049
283190,Zaozan [Zaosan],17971,Confirmed Eruption,Okama,2,,,1821,,1,,27,,Observations: Reported,,1821,,5,,1,,38.144,140.44
284010,Izu-Oshima,18199,Confirmed Eruption,,3,,?,1821,,0,,0,,Sidereal: Varve Count,,,,,,,,34.724,139.394
285034,Kuttara,18588,Confirmed Eruption,West flank (Jigoku-dani),1,,,1820,100,0,,0,,Correlation: Tephrochronology,,,,,,,,42.491,141.16
282110,Asosan,17272,Confirmed Eruption,Naka-dake and west flank (Yunotani),2,,,1816,,6,,9,,Observations: Reported,,1816,,7,,6,,32.884,131.104
283110,Asamayama,17751,Confirmed Eruption,,3,,,1815,,2,,28,,Observations: Reported,,,,,,,,36.406,138.523
282110,Asosan,17271,Confirmed Eruption,Naka-dake,2,,,1815,,2,,10,,Observations: Reported,,1815,,10,,0,,32.884,131.104
282110,Asosan,17270,Confirmed Eruption,Naka-dake,2,,,1814,,0,,0,,Observations: Reported,,,,,,,,32.884,131.104
282030,Suwanosejima,16922,Confirmed Eruption,SW ridge fissure and O-take,4,,,1813,,0,,0,,Observations: Reported,,1814,,0,,0,,29.638,129.714
284040,Miyakejima,18266,Confirmed Eruption,Summit and NE flank?,2,,,1811,,1,,27,,Observations: Reported,,1811,,1,,28,,34.094,139.526
283190,Zaozan [Zaosan],17970,Confirmed Eruption,Okama,2,,,1809,,6,,12,,Observations: Reported,,1809,,12,,29,,38.144,140.44
283160,Bandaisan,17899,Confirmed Eruption,Numanotaira,2,,?,1808,,0,,0,,Observations: Reported,,,,,,,,37.601,140.072
285070,Akan,18686,Confirmed Eruption,Me-Akan,,,?,1808,,0,,0,,Observations: Reported,,,,,,,,43.384,144.013
283190,Zaozan [Zaosan],17969,Confirmed Eruption,Okama,2,,,1806,,7,,12,,Observations: Reported,,,,,,,,38.144,140.44
282110,Asosan,17269,Confirmed Eruption,Naka-dake,2,,,1806,,6,?,0,,Observations: Reported,,1806,,10,?,0,,32.884,131.104
283120,Kusatsu-Shiranesan,17823,Confirmed Eruption,Yu-gama,2,,,1805,,0,,0,,Observations: Reported,,,,,,,,36.618,138.528
282110,Asosan,17268,Confirmed Eruption,Naka-dake,2,,,1804,,9,,5,,Observations: Reported,,,,,,,,32.884,131.104
283190,Zaozan [Zaosan],17968,Confirmed Eruption,Okama,2,,,1804,,5,?,0,,Observations: Reported,,,,,,,,38.144,140.44
285040,Shikotsu,18613,Confirmed Eruption,Tarumai,3,,,1804,,0,,0,,Observations: Reported,,1817,,0,,0,,42.688,141.38
283110,Asamayama,17750,Confirmed Eruption,,2,,,1803,,11,,7,,Observations: Reported,,1803,,11,,21,,36.406,138.523
284010,Izu-Oshima,18198,Confirmed Eruption,Mihara-yama,2,,,1803,,9,?,26,,Observations: Reported,,1803,,11,,14,,34.724,139.394
283110,Asamayama,17749,Confirmed Eruption,,2,,,1803,,7,,4,,Observations: Reported,,,,,,,,36.406,138.523
283220,Chokaisan,18031,Confirmed Eruption,Shinzan (foot of Kojin-yama),2,,,1800,,12,,0,,Observations: Reported,,1804,,7,?,0,,39.099,140.049
283180,Azumayama,17926,Confirmed Eruption,Issaikyo (Oana),,,?,1800,,0,,0,,Observations: Reported,,,,,,,,37.735,140.244
285082,Rausudake,18719,Confirmed Eruption,,3,,,1800,50,0,,0,,Correlation: Tephrochronology,,,,,,,,44.076,145.122
282080,Aira,17070,Confirmed Eruption,Minami-dake,2,,,1799,,3,,27,,Observations: Reported,,,,,,,,31.593,130.657
282080,Aira,17069,Confirmed Eruption,Minami-dake,2,,,1797,,0,,0,,Observations: Reported,,,,,,,,31.593,130.657
282020,Io-Torishima,16913,Confirmed Eruption,Iwo-dake,2,,,1796,,10,,0,,Observations: Reported,,1796,,11,,0,,27.881,128.223
283190,Zaozan [Zaosan],17967,Confirmed Eruption,Okama,2,,,1796,,3,,24,,Observations: Reported,,,,,,,,38.144,140.44
283190,Zaozan [Zaosan],17966,Confirmed Eruption,SE side of Okama,2,,,1794,,9,,22,,Observations: Reported,,1794,,12,>,0,,38.144,140.44
282080,Aira,17068,Confirmed Eruption,Minami-dake,2,,,1794,,0,,0,,Observations: Reported,,,,,,,,31.593,130.657
282100,Unzendake,17177,Confirmed Eruption,"Fugen-dake (summit, NNE), Mayu-yama",2,,,1792,,2,,10,,Observations: Reported,,1792,,7,,22,,32.761,130.299
284010,Izu-Oshima,18197,Confirmed Eruption,Mihara-yama,2,,,1792,,0,,0,,Observations: Reported,,,,,,,,34.724,139.394
282080,Aira,17066,Confirmed Eruption,Minami-dake,2,,,1791,,9,,11,,Observations: Reported,,,,,,,,31.593,130.657
283270,Iwakisan,18118,Confirmed Eruption,,2,,,1790,,10,,9,,Observations: Reported,,,,,,,,40.656,140.303
282080,Aira,17065,Confirmed Eruption,Minami-dake,2,,,1790,,7,,29,,Observations: Reported,,,,,,,,31.593,130.657
285010,Oshima-Oshima,18558,Confirmed Eruption,Nishi-yama,2,,,1790,,1,?,0,,Observations: Reported,,,,,,,,41.51,139.367
284010,Izu-Oshima,18196,Confirmed Eruption,Mihara-yama,2,,,1789,,0,,0,,Observations: Reported,,,,,,,,34.724,139.394
283290,Osorezan,18136,Confirmed Eruption,,,,<,1787,,0,,0,,Observations: Reported,,,,,,,,41.279,141.12
283160,Bandaisan,17898,Confirmed Eruption,,2,?,<,1787,,0,,0,,Observations: Reported,,,,,,,,37.601,140.072
282080,Aira,17064,Confirmed Eruption,,2,,,1785,,11,,20,,Observations: Reported,,,,,,,,31.593,130.657
282080,Aira,17063,Confirmed Eruption,,3,,,1783,,9,,3,,Observations: Reported,,,,,,,,31.593,130.657
283110,Asamayama,17748,Confirmed Eruption,,4,,,1783,,5,,9,,Observations: Reported,,1783,,8,,5,,36.406,138.523
284010,Izu-Oshima,18195,Confirmed Eruption,Mihara-yama,2,,,1783,,0,,0,,Observations: Reported,,1786,,0,,0,,34.724,139.394
283270,Iwakisan,18116,Confirmed Eruption,,2,,,1782,,12,,1,30,Observations: Reported,,1783,,3,,12,,40.656,140.303
282080,Aira,17062,Confirmed Eruption,NE flank (offshore),2,?,,1782,,1,,18,,Observations: Reported,,,,,,,,31.593,130.657
282110,Asosan,17267,Confirmed Eruption,Naka-dake,1,,,1781,,0,,0,,Observations: Reported,,1788,,0,,0,,32.884,131.104
284060,Aogashima,18308,Confirmed Eruption,"Maru-yama, SW part of Ikenosawa crater",3,,,1780,,7,,27,,Observations: Reported,,1785,,5,?,0,,32.458,139.759
284110,Kita-Ioto,18377,Confirmed Eruption,Funka-Asane,0,,,1780,,0,,0,,Observations: Reported,,,,,,,,25.424,141.284
285070,Akan,18685,Confirmed Eruption,Me-Akan,1,,,1780,75,0,,0,,Observations: Reported,,,,,,,,43.384,144.013
282080,Aira,17061,Confirmed Eruption,"NE flank, off NE coast, south flank",4,,,1779,,11,,8,,Observations: Reported,,1781,,5,,0,,31.593,130.657
284010,Izu-Oshima,18194,Confirmed Eruption,Mihara-yama & flanks,3,,,1777,,8,,31,,Observations: Reported,,1779,,0,,0,,34.724,139.394
283110,Asamayama,17746,Confirmed Eruption,,2,,,1777,,0,,0,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17745,Confirmed Eruption,,2,,,1776,,9,,5,,Observations: Reported,,,,,,,,36.406,138.523
283090,Niigata-Yakeyama,17539,Confirmed Eruption,,3,,,1773,,0,,0,,Observations: Reported,,,,,,,,36.921,138.036
282110,Asosan,17266,Confirmed Eruption,Naka-dake,2,,,1772,,0,,0,,Observations: Reported,,1780,,0,,0,,32.884,131.104
282090,Kirishimayama,17139,Confirmed Eruption,Shinmoe-dake,2,,,1771,,0,,0,,Observations: Reported,,1772,,0,,0,,31.934,130.862
283110,Asamayama,17744,Confirmed Eruption,Volcano Uncertain,,,,1769,,8,,6,,,,,,,,,,36.406,138.523
285030,Toya,18596,Confirmed Eruption,Ko-Usu,4,,,1769,,1,,23,,Observations: Reported,,,,,,,,42.544,140.839
282090,Kirishimayama,17138,Confirmed Eruption,Ohachi,2,,,1769,,0,,0,,Observations: Reported,,,,,,,,31.934,130.862
282090,Kirishimayama,17137,Confirmed Eruption,Iwo-yama (NW flank of Karakuni-dake),0,,,1768,,0,,0,,Observations: Reported,,,,,,,,31.934,130.862
282110,Asosan,17265,Confirmed Eruption,Naka-dake,3,?,,1765,,1,?,0,,Observations: Reported,,1765,,10,?,0,,32.884,131.104
284040,Miyakejima,18265,Confirmed Eruption,"Oyama, SSW flank (Shinmio maar)",4,,,1763,,8,,17,,Observations: Reported,,1769,,0,,0,,34.094,139.526
283110,Asamayama,17743,Confirmed Eruption,,2,,,1762,,4,,0,,Observations: Reported,,,,,,,,36.406,138.523
285010,Oshima-Oshima,18556,Confirmed Eruption,Nishi-yama,2,,,1759,,8,,19,,Observations: Reported,,,,,,,,41.51,139.367
282080,Aira,17059,Confirmed Eruption,Minami-dake,2,,,1756,,9,,9,,Observations: Reported,,,,,,,,31.593,130.657
283110,Asamayama,17742,Confirmed Eruption,,2,,,1755,,7,,5,,Observations: Reported,,1755,,8,,6,,36.406,138.523
283110,Asamayama,17741,Confirmed Eruption,,2,,,1754,,8,,7,,Observations: Reported,,1754,,8,,19,,36.406,138.523
283110,Asamayama,17740,Confirmed Eruption,,2,?,,1752,,9,,0,,Observations: Reported,,1752,,10,,0,,36.406,138.523
282080,Aira,17058,Confirmed Eruption,"Minami-dake summit, west flank?",2,,,1749,,9,,0,,Observations: Reported,,,,,,,,31.593,130.657
283070,Yakedake,17498,Confirmed Eruption,,2,,,1746,,4,,18,,Observations: Reported,,1746,,4,,19,,36.227,137.587
283210,Kurikomayama,17998,Confirmed Eruption,,2,,,1744,,2,,3,,Observations: Reported,,,,,,,,38.961,140.788
282080,Aira,17057,Confirmed Eruption,Minami-dake,2,?,,1742,,4,,6,,Observations: Reported,,,,,,,,31.593,130.657
285010,Oshima-Oshima,18555,Confirmed Eruption,Nishi-yama,4,,,1741,,8,?,18,,Observations: Reported,,1742,,5,,0,,41.51,139.367
283220,Chokaisan,18029,Confirmed Eruption,Small crater at foot of Kojin-yama,2,?,,1740,,6,?,0,,Observations: Reported,?,1747,,0,,0,,39.099,140.049
285040,Shikotsu,18612,Confirmed Eruption,Tarumai,5,,,1739,,8,,19,,Observations: Reported,,1739,,8,,31,,42.688,141.38
285060,Taisetsuzan,18668,Confirmed Eruption,Asahi-dake,,,>,1739,,0,,0,,Correlation: Tephrochronology,,,,,,,,43.664,142.854
283110,Asamayama,17739,Confirmed Eruption,,2,,,1733,,7,,30,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17738,Confirmed Eruption,,2,,,1732,,7,,30,,Observations: Reported,,,,,,,,36.406,138.523
283240,Iwatesan,18066,Confirmed Eruption,NE flank of Yakushi-dake,2,,,1732,,1,,22,,Observations: Reported,,1732,,10,?,0,,39.853,141.001
283110,Asamayama,17737,Confirmed Eruption,,2,,,1731,,0,,0,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17736,Confirmed Eruption,,2,,,1729,,11,,0,,Observations: Reported,,1729,,12,,0,,36.406,138.523
283110,Asamayama,17735,Confirmed Eruption,,2,,,1729,,2,,0,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17734,Confirmed Eruption,,2,,,1728,,11,,10,,Observations: Reported,,,,,,,,36.406,138.523
283210,Kurikomayama,17997,Confirmed Eruption,Tsurugi-yama,1,?,,1726,10,0,,0,,Observations: Reported,,,,,,,,38.961,140.788
283110,Asamayama,17733,Confirmed Eruption,,2,,,1723,,8,,20,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17732,Confirmed Eruption,,2,,,1722,,11,,18,,Observations: Reported,,1723,,2,,5,,36.406,138.523
283110,Asamayama,17731,Confirmed Eruption,,1,,,1721,,6,,22,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17730,Confirmed Eruption,,2,,,1720,,6,,6,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17729,Confirmed Eruption,Volcano Uncertain,,,,1719,,6,,10,,,,1719,,6,,11,,36.406,138.523
282090,Kirishimayama,17136,Confirmed Eruption,Shinmoe-dake,2,,,1719,,0,,0,,Observations: Reported,,,,,,,,31.934,130.862
283110,Asamayama,17728,Confirmed Eruption,,2,,,1718,,9,,26,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17727,Confirmed Eruption,,2,,,1717,,9,,23,,Observations: Reported,,,,,,,,36.406,138.523
282090,Kirishimayama,17135,Confirmed Eruption,Shinmoe-dake,3,,,1717,,9,,19,,Observations: Reported,,,,,,,,31.934,130.862
282090,Kirishimayama,17134,Confirmed Eruption,Shinmoe-dake,3,,,1716,,11,,9,,Observations: Reported,,1717,,2,,13,,31.934,130.862
282090,Kirishimayama,17133,Confirmed Eruption,Shinmoe-dake,3,,,1716,,3,,11,,Observations: Reported,,,,,,,,31.934,130.862
283110,Asamayama,17726,Confirmed Eruption,,2,,,1713,,6,,29,,Observations: Reported,,,,,,,,36.406,138.523
284040,Miyakejima,18264,Confirmed Eruption,SW flank (Kuwanoki-daira),3,?,,1712,,2,,4,,Observations: Reported,,1714,,0,,0,,34.094,139.526
283110,Asamayama,17725,Confirmed Eruption,,2,,,1711,,4,,13,,Observations: Reported,,,,,,,,36.406,138.523
283180,Azumayama,17925,Confirmed Eruption,Issaikyo (Oana area),1,,?,1711,,0,,0,,Observations: Reported,,,,,,,,37.735,140.244
283110,Asamayama,17724,Confirmed Eruption,,2,,,1710,,3,,25,,Observations: Reported,,1710,,4,,13,,36.406,138.523
282110,Asosan,17263,Confirmed Eruption,Naka-dake,2,,,1709,,2,,13,,Observations: Reported,,,,,,,,32.884,131.104
283110,Asamayama,17723,Confirmed Eruption,,2,,,1708,,12,,29,,Observations: Reported,,1709,,1,,8,,36.406,138.523
283030,Fujisan,17452,Confirmed Eruption,SE flank (Hoei Craters),5,,,1707,,12,,16,,Observations: Reported,,1708,,2,?,24,,35.361,138.728
285040,Shikotsu,18611,Confirmed Eruption,Eniwa (crater 3),2,,,1707,30,0,,0,,Correlation: Tephrochronology,,,,,,,,42.688,141.38
283110,Asamayama,17722,Confirmed Eruption,,2,,,1706,,11,,20,,Observations: Reported,,,,,,,,36.406,138.523
282090,Kirishimayama,17132,Confirmed Eruption,Ohachi,2,,,1706,,1,,28,,Observations: Reported,,,,,,,,31.934,130.862
282080,Aira,17056,Confirmed Eruption,Minami-dake,2,?,,1706,,1,,0,,Observations: Reported,,,,,,,,31.593,130.657
283110,Asamayama,17721,Confirmed Eruption,,2,,,1704,,2,,5,,Observations: Reported,,1704,,2,,9,,36.406,138.523
283110,Asamayama,17720,Confirmed Eruption,,2,,,1703,,0,,0,,Observations: Reported,,,,,,,,36.406,138.523
283030,Fujisan,17451,Confirmed Eruption,,2,?,,1700,,0,,0,,Observations: Reported,,,,,,,,35.361,138.728
283110,Asamayama,17719,Confirmed Eruption,,2,,,1695,,6,,23,,Observations: Reported,,,,,,,,36.406,138.523
284010,Izu-Oshima,18193,Confirmed Eruption,,,,,1695,,4,?,12,,Observations: Reported,,,,,,,,34.724,139.394
285020,Hokkaido-Komagatake,18563,Confirmed Eruption,,4,,,1694,,7,,4,,Observations: Reported,,1694,,7,,6,,42.063,140.677
283190,Zaozan [Zaosan],17965,Confirmed Eruption,Okama,2,,,1694,,5,,29,,Observations: Reported,,1694,,8,?,30,,38.144,140.44
282110,Asosan,17261,Confirmed Eruption,Naka-dake,2,,,1691,,4,,0,,Observations: Reported,,1691,,8,,0,,32.884,131.104
282090,Kirishimayama,17131,Confirmed Eruption,Ohachi,2,?,,1690,,0,,0,,Observations: Reported,,,,,,,,31.934,130.862
285030,Toya,18595,Confirmed Eruption,Usu,,,,1690,10,0,,0,,Correlation: Tephrochronology,,,,,,,,42.544,140.839
283240,Iwatesan,17575,Confirmed Eruption,,3,,,1686,,3,,26,,Observations: Reported,,1686,,3,,27,,39.853,141.001
284010,Izu-Oshima,18192,Confirmed Eruption,,3,,,1684,,2,,14,,Observations: Reported,,1690,,0,,0,,34.724,139.394
282110,Asosan,17260,Confirmed Eruption,Naka-dake,2,,,1683,,6,,0,,Observations: Reported,,,,,,,,32.884,131.104
282090,Kirishimayama,17130,Confirmed Eruption,Ohachi,2,?,,1678,,3,,1,,Observations: Reported,,,,,,,,31.934,130.862
282080,Aira,17055,Confirmed Eruption,Minami-dake,2,?,,1678,,3,,1,,Observations: Reported,,,,,,,,31.593,130.657
283260,Akita-Yakeyama,18079,Confirmed Eruption,Karenuma,2,,,1678,,2,?,22,,Observations: Reported,,,,,,,,39.964,140.757
282090,Kirishimayama,17129,Confirmed Eruption,Ohachi,2,?,,1677,,0,,0,,Observations: Reported,,,,,,,,31.934,130.862
282120,Kujusan,17363,Confirmed Eruption,,2,?,,1675,,6,?,0,,Observations: Reported,,,,,,,,33.086,131.249
282110,Asosan,17259,Confirmed Eruption,Naka-dake,2,,,1675,,2,,16,,Observations: Reported,,,,,,,,32.884,131.104
283190,Zaozan [Zaosan],17964,Confirmed Eruption,Okama,2,,,1670,,4,,26,,Observations: Reported,,1670,,9,,26,,38.144,140.44
284060,Aogashima,18307,Confirmed Eruption,Ikenosawa crater,2,,,1670,,0,,0,,Observations: Reported,,1680,,0,,0,,32.458,139.759
283110,Asamayama,17718,Confirmed Eruption,,2,,,1669,,4,,5,,Observations: Reported,,1669,,4,,15,,36.406,138.523
283190,Zaozan [Zaosan],17963,Confirmed Eruption,Okama,3,,,1669,,0,,0,,Observations: Reported,,,,,,,,38.144,140.44
283190,Zaozan [Zaosan],17962,Confirmed Eruption,Okama,2,?,,1668,,8,,0,,Observations: Reported,,,,,,,,38.144,140.44
282110,Asosan,17257,Confirmed Eruption,Naka-dake,2,,,1668,,8,,0,,Observations: Reported,,1669,,0,,0,,32.884,131.104
282110,Asosan,17256,Confirmed Eruption,Naka-dake,2,,,1668,,2,,0,,Observations: Reported,,,,,,,,32.884,131.104
285040,Shikotsu,18610,Confirmed Eruption,Tarumai,5,,,1667,,9,,23,,Observations: Reported,,1667,,9,?,26,,42.688,141.38
282020,Io-Torishima,16912,Confirmed Eruption,,,,,1664,,0,,0,,Observations: Reported,,,,,,,,27.881,128.223
282100,Unzendake,17175,Confirmed Eruption,NE flank of Fugen-dake (1200 m),2,?,,1663,,12,,11,,Observations: Reported,,1663,,12,>,27,,32.761,130.299
285030,Toya,18594,Confirmed Eruption,Usu,5,,,1663,,8,,16,,Observations: Reported,,1663,,9,,5,4,42.544,140.839
282100,Unzendake,17174,Confirmed Eruption,Fugen-dake (Tsukumo-jima Pond),2,?,,1663,,4,,0,,Observations: Reported,,1663,,5,,0,,32.761,130.299
282090,Kirishimayama,17075,Confirmed Eruption,Ohachi,2,?,,1662,,9,,0,,Observations: Reported,,1664,,0,,0,,31.934,130.862
282120,Kujusan,17362,Confirmed Eruption,,2,?,,1662,,1,?,26,,Observations: Reported,,,,,,,,33.086,131.249
283110,Asamayama,17717,Confirmed Eruption,,2,,,1661,,10,,21,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17716,Confirmed Eruption,,2,,,1661,,4,,14,,Observations: Reported,,1661,,4,,27,,36.406,138.523
283110,Asamayama,17715,Confirmed Eruption,,2,,,1660,,4,?,8,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17714,Confirmed Eruption,,2,,,1659,,7,,24,,Observations: Reported,,,,,,,,36.406,138.523
283050,Hakusan,17483,Confirmed Eruption,Midoriga-ike,2,?,,1659,,4,,21,,Observations: Reported,,1659,,8,,8,,36.155,136.771
283220,Chokaisan,18026,Confirmed Eruption,,,,,1659,,4,,0,,Observations: Reported,,1663,1,0,,0,,39.099,140.049
282090,Kirishimayama,17074,Confirmed Eruption,Ohachi,2,?,,1659,,2,,0,,Observations: Reported,,1661,,0,,0,,31.934,130.862
283050,Hakusan,17482,Confirmed Eruption,,2,?,,1658,,10,?,0,,Observations: Reported,,,,,,,,36.155,136.771
283110,Asamayama,17713,Confirmed Eruption,,2,,,1658,,7,,24,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17712,Confirmed Eruption,,2,,,1657,,11,,25,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17711,Confirmed Eruption,,2,,,1656,,12,,10,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17710,Confirmed Eruption,,2,,,1655,,11,,25,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17708,Confirmed Eruption,,2,,,1652,,4,,12,,Observations: Reported,,,,,,,,36.406,138.523
284060,Aogashima,18306,Confirmed Eruption,Ikenosawa crater,3,,,1652,,0,,0,,Observations: Reported,,,,,,,,32.458,139.759
283110,Asamayama,17574,Confirmed Eruption,,2,,,1651,,4,,12,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17706,Confirmed Eruption,,2,,,1649,,8,?,17,,Observations: Reported,,1649,,8,?,18,,36.406,138.523
282110,Asosan,17255,Confirmed Eruption,Naka-dake,2,,,1649,,7,,0,,Observations: Reported,,1649,,8,,0,,32.884,131.104
283140,Nikko-Shiranesan,17858,Confirmed Eruption,Shirane-san,2,,,1649,,2,,0,,Observations: Reported,,,,,,,,36.799,139.376
283110,Asamayama,17705,Confirmed Eruption,,2,,,1648,,8,?,30,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17704,Confirmed Eruption,,2,,,1648,,3,?,20,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17703,Confirmed Eruption,,2,,,1647,,2,,18,,Observations: Reported,,1647,,3,,25,,36.406,138.523
283110,Asamayama,17702,Confirmed Eruption,,2,,,1645,,2,?,24,,Observations: Reported,,1645,,5,,21,,36.406,138.523
283110,Asamayama,17701,Confirmed Eruption,,2,,,1644,,2,,20,,Observations: Reported,,,,,,,,36.406,138.523
284040,Miyakejima,18262,Confirmed Eruption,"SW flank (SE of Ako, Kuwanoki-daira?)",3,,,1643,,3,,31,,Observations: Reported,,1643,,4,,0,,34.094,139.526
282080,Aira,17053,Confirmed Eruption,Minami-dake,2,?,,1642,,4,,6,,Observations: Reported,,,,,,,,31.593,130.657
283190,Zaozan [Zaosan],17961,Confirmed Eruption,Okama,2,?,,1641,,0,,0,,Observations: Reported,,,,,,,,38.144,140.44
285020,Hokkaido-Komagatake,18562,Confirmed Eruption,,5,,,1640,,7,,31,,Observations: Reported,,1640,,10,,9,,42.063,140.677
285030,Toya,18593,Confirmed Eruption,Usu,,,,1638,,7,,25,,Observations: Reported,,,,,,,,42.544,140.839
282110,Asosan,17254,Confirmed Eruption,Naka-dake,2,,,1637,,9,,29,,Observations: Reported,,1637,,10,,5,,32.884,131.104
